Frame_Width (mm),Lens_Height (mm),Temple_Length (mm),Lens_Thickness (mm),Weight (g),Price ($)
147,33,138,2.4353697645831813,15.008680829796713,290.52588445189383
128,45,132,3.2067641844337422,18.562785143187767,289.74373890342304
124,37,143,2.1222324686913585,41.82283126191844,290.29339659926063
143,45,146,4.945826287281712,46.33369455961632,323.8258551476912
148,46,147,4.623361168569216,23.412266059939647,370.3349748801197
136,48,141,4.713799347777007,42.821298415753006,314.3764930737625
133,44,143,1.7391020719100667,21.959706796279335,249.2986113794782
140,45,142,4.36676038384706,23.72450891753705,330.7754628143379
122,44,143,3.141588404096361,22.845533303727095,294.57263262351717
147,31,138,3.8314368010945548,16.810546816720993,262.96863404939853
120,40,148,1.8700162669617857,21.792144383505768,238.5442162309987
139,30,131,3.847938583916864,28.074017061255827,294.1230647124025
148,44,140,4.6570689782891845,29.191440038590155,292.1291954442769
140,48,146,2.0699255433951995,25.831324486260684,301.4825551405831
142,33,131,1.9334394061980262,33.01538499753534,280.84420517019544
120,40,148,1.417658193893911,28.22993813749382,193.88524917434674
122,34,136,2.067226701246644,48.96276261609299,392.67463675864985
137,32,147,3.14316904726245,43.257265901594266,222.37118055358704
144,42,142,4.330865165750241,47.58420710800226,353.7380067407139
129,39,134,2.115201050630558,34.50994311744461,250.2063857829157
141,40,147,3.484577556277254,38.74188700524576,367.7413130373882
145,47,145,2.9183627966921595,20.833673128541804,172.01408749302212
122,31,144,2.1543161624710865,41.34750150329964,299.0446234648183
127,36,137,3.041436324778589,23.25898889078457,316.4987325967909
133,38,144,1.6718495855835087,20.104152470696167,255.3987374771062
143,39,130,3.5583102393940726,16.46507720587065,238.13536516762525
137,47,146,1.4626508847354027,31.528058736068786,229.5295570952583
134,36,144,3.9239221005729124,25.03762408702726,283.69632222667065
141,36,143,1.7108507135420288,49.5354510422666,259.9843528416508
142,32,143,4.9926366132674875,23.744200570553456,192.13731401349213
121,41,139,4.294690379041648,45.32901481115289,297.37978210403173
146,36,131,2.3753612154388892,26.075356919596473,312.56678351447715
129,46,135,2.7048190891572492,41.219439830934434,252.88839586898473
121,30,146,2.0367640844307537,38.094445852439684,207.00229505682236
145,34,134,4.068458244719997,34.66242441315888,248.7490185845116
136,45,134,2.522907879831096,29.588873020893548,263.85643678112655
127,44,144,4.020742039278143,38.48867544956076,270.4469867963769
120,31,144,1.0736062187207223,29.25474225759005,337.3092064912372
128,38,149,1.542483838018383,34.18350820145619,218.05311049366793
130,36,140,2.4598973388102743,35.64306078925891,263.8281282404743
141,33,134,1.4356341335783709,24.357432701299338,197.71962257193647
135,49,130,3.4045119691849632,26.890776705688644,211.3287984070324
126,47,140,1.2033283941364932,15.63175222452311,207.4776094056837
148,33,140,4.439051978357372,44.82556476881744,266.1942558808214
129,42,135,4.045231995023929,41.459410050522216,157.5004121357075
142,30,137,1.8650259169118097,21.423565865602285,131.76536765289762
145,32,131,2.935167624518871,27.671695750299556,230.8833781983506
122,45,144,2.807252313643682,29.737431905315997,302.977317289819
137,33,138,3.899458461361511,26.703254220003082,284.1025324976364
144,45,144,2.6060356018980357,42.93849823121314,327.0343815832763
143,48,137,1.1317411913193829,40.38972471404199,274.3463265235183
132,30,145,2.0949434353993546,41.85055555494184,272.14622261515024
147,34,143,2.8647832209481683,46.644551782702365,282.28061222914886
145,48,144,4.897968864642555,35.83029395651327,283.7120470215913
126,40,149,4.524634667817381,36.508701515981905,307.6550288014197
144,42,142,1.7256245760087618,40.26769418765315,279.571602794954
123,49,138,3.893103761963084,38.8431408127737,296.20398397725825
132,34,130,4.74730189205915,45.44345564396366,209.49014297364096
139,33,135,1.0351704521410343,41.95693720455907,264.6394297769058
120,33,137,3.883782694683304,19.216051576758296,281.0117059338721
127,33,149,2.8373339824446293,47.49255154067254,222.05053070753183
133,33,147,3.7209447851324446,38.90847516054208,242.04956546794176
135,49,147,3.422357094287161,19.45010740392238,252.29877261984177
133,47,146,4.938661977822806,42.01908075005764,274.5202930820413
131,47,145,2.1552616251914714,27.544438540872157,261.59765639567235
138,45,142,4.14457192747706,43.20922692127761,392.7706386316352
142,38,133,1.9385595532522446,48.439208004657594,239.1780252589506
134,47,133,2.7424319102006915,23.93347126381254,259.4897143305248
147,31,143,4.901523495869647,45.009386612971824,278.47427308916633
121,33,134,4.064545184056611,42.07464795503785,289.7303828623887
121,41,145,2.2632850251342362,38.49147150701635,270.7393211132798
142,36,143,3.4774771323677998,28.472219059631975,313.4251500502497
141,44,143,1.1987683340111,18.845173340556098,195.87401953920764
138,36,143,2.065579666483879,31.936388977197442,168.82762387090037
144,46,143,3.873561958414458,18.69833204221217,223.35462486408179
145,45,148,3.2803742783532996,32.50515294074138,404.54436000364166
149,48,132,2.878691411907089,43.71026447714494,249.0309626012788
148,38,146,3.7635042400638525,49.91733470403371,265.3482832793976
141,43,143,2.593835563279304,21.93030490225881,269.97539428481895
145,46,139,1.1046245781296524,22.275031482145785,180.6544882508495
145,34,142,2.7641064940622693,43.380916617167415,309.7107630658432
141,31,133,4.608516769173047,31.417052130402347,296.3170735834677
136,49,140,4.426460513256485,47.05316086111587,253.8057155964064
139,45,144,2.6359887416380516,41.9148683153425,268.8658905589396
129,43,144,1.0888857630415307,40.77497176555673,249.72471282115677
125,43,131,3.545229090481263,18.56837980291299,259.1807352853196
134,30,140,3.9647777111314584,16.255644781093153,261.82070241919695
141,32,131,2.1769743043370995,26.086698688095147,173.46274726257957
130,36,134,2.906655998478297,22.605442629713377,207.5767145357278
147,44,142,4.967427180990834,39.930811007497965,390.89767692818623
124,48,130,3.3053720519263945,30.775680345811764,209.81029803595402
120,49,136,2.4042996226462665,33.310123112012164,289.0576668546072
127,31,136,3.5099555065605323,43.48095190051646,324.10193116749343
140,48,139,1.720089227456338,31.74766386179983,207.1999519849228
147,38,135,1.79700949309832,34.07242122818897,225.24509696673505
131,48,149,4.699698858856068,44.48120932428077,346.74366387794794
131,34,141,1.9568001646773228,30.096753325762947,205.68398365665792
124,47,142,2.2431575168629765,17.909434776975964,262.03858712921584
126,45,140,3.1751089678790154,33.25968233575439,235.17830774133654
123,33,147,4.598770481110425,35.277658948149664,305.75926849441123
125,41,131,4.1257955588760575,32.91288815095476,306.1509514522095
132,36,145,1.1751356826794996,24.03173310263411,175.88049924019515
139,43,131,3.772118675593477,22.82915238882448,216.02482268290993
149,41,148,3.0162459307359715,27.941473017614452,277.0589064073038
134,32,135,2.9022113680095223,20.818005847628793,301.4791977349528
122,34,130,3.7662334673021727,38.31082877458422,367.1167030657619
142,46,140,1.7849281848761764,36.513621544787554,212.70311257042604
127,39,147,4.92595465464688,37.13384654875743,359.432645867832
139,39,139,3.581226121089796,22.867912259897942,190.19250791156895
135,40,147,2.4626246984474247,23.628515497135943,172.93919948948837
132,46,130,3.400808832280645,42.558659069156256,192.14826794108936
137,34,148,1.8658834531584811,39.15391203954803,192.76604942565194
147,42,145,3.5353674594198248,45.63129472086394,327.1927609481693
129,39,136,1.1128685629511894,29.122700122187837,186.84148920153785
149,38,144,2.3647276456334647,34.15647412342135,186.5106310570804
138,46,130,3.9900675869900257,40.85721970756447,301.0619995683872
136,30,138,4.23191139645656,49.095423916139474,278.65129350737226
143,33,131,2.0116776532558722,49.63711344959935,330.1179341532474
138,33,146,3.157637845119946,49.97113943673982,360.89633359066806
147,47,139,3.113971558756472,46.16842690726823,286.82995136193085
145,38,135,2.685824185507122,37.387778669797726,314.6059918971252
142,47,134,1.913731931011914,15.243983277630846,186.038799010702
145,43,137,3.8129129329150913,39.48403171472147,211.09098524309331
124,44,137,2.0094467269820786,23.350983064792942,169.55283874610956
145,35,134,4.644102948626463,17.00085015585853,169.8258078458268
140,39,141,3.1140051644740105,39.40145501307977,360.48161110131224
149,44,136,4.481913349242488,41.460382451166765,355.16410535402036
142,33,142,2.162970883216656,38.08015920587124,126.23842370588608
128,47,142,4.228316625034928,27.78094243356897,318.1036022410994
131,47,146,1.45465433959997,32.885144342769316,260.33666208013483
140,46,133,4.067321368029574,47.72316694485116,275.6302704842245
120,41,147,2.547783399701209,40.53638380919298,209.32712779290526
145,36,139,2.8799603552743474,32.66394817247676,229.99479444845196
145,45,132,1.6672292810382912,35.77072031828753,350.85066095760953
120,40,141,1.0745107540975694,47.468925942122475,275.8150760397304
134,43,130,3.6647899725131263,28.782388279438713,267.61096090143695
121,32,140,3.350873133601673,18.56453004201316,358.5644117681752
149,48,147,3.4897126082786296,26.4039184596075,328.67786524477583
141,47,142,2.0200070321076793,29.532007515770026,307.57289375553046
135,39,146,1.9571098515324241,24.55373544511709,268.51592209253397
144,35,137,4.3211852450769905,33.51403418375176,388.7363443315634
127,42,149,4.045011010372932,25.670025630112704,305.5499999012832
132,39,148,2.3471604633654426,18.61128548838339,275.5478297634112
140,47,146,3.5512228639027215,21.582397976211773,306.8691562487715
120,49,131,4.312600016675256,47.13546291980987,224.13013506120762
135,45,132,4.555317768871795,37.035847018530106,166.84529791969356
148,35,132,1.0232250436369705,26.000804946706765,268.9173658642975
126,42,135,4.253849572538897,27.842126937515395,405.7882617656569
124,33,139,2.4015693369877034,32.268410999315876,215.85030492310116
141,43,147,3.8735131391047064,38.559551174694676,409.21690433764417
148,30,147,2.4856054583999985,35.37629614453195,386.9035448175882
142,49,143,3.4249963471760596,47.64443435970295,295.46047569098835
122,34,145,3.5871297600240744,36.90120893003083,385.16948759695583
131,37,136,2.6199710836649044,46.877719286172955,299.9916069074323
145,41,130,3.0511413245509793,15.190055570759787,226.19853538485384
135,31,146,3.9052534876766734,46.16958151726813,346.80740286937714
138,41,134,2.9052210747794485,40.25105057881155,305.28272064332776
124,34,130,1.0559219403406663,21.026770893923008,89.73503199182296
141,34,146,1.051616787990063,24.206330673576787,360.0340380771555
144,42,139,3.6452434001975744,33.99834997073585,269.8704925005948
148,38,141,4.388950149822392,19.372835437269,285.87811255092896
133,39,149,4.141094150055986,42.4878894189216,381.6138398920198
147,30,131,2.241601207732654,42.69108531778494,239.2991615627059
124,32,145,2.884511539987818,25.53321460292786,224.13101948635665
134,47,144,1.936642960406668,17.443595174047857,273.3300530419666
136,41,142,4.95659964266669,49.60966107317511,296.7754895730566
149,32,147,2.0420257970409277,23.775510773551368,282.27076683344836
133,38,149,2.6650463713974664,17.364552796107077,175.3933458244197
149,31,143,3.7245158052972127,26.548773578424452,250.96035705858733
139,32,147,4.504070678603104,48.91511417610026,301.8665878521823
124,43,131,1.2059027362685462,42.75246644631983,172.36781401177777
131,33,131,2.2040787041084857,31.811657793355018,200.713695227526
135,48,132,3.2759433918578416,25.68656476039881,240.76263160555587
145,42,134,3.473252325504734,29.815713449161404,186.95170560066546
145,36,145,1.2801097539994433,15.607796288072475,161.69551765868596
135,41,144,3.656314951368293,40.142966850446754,343.41478869654094
140,32,141,3.112257462434297,18.48754950431451,151.70432770267854
126,38,138,4.310509517448578,33.166315190600756,377.3208095924311
123,31,143,1.8887567048332028,34.80457685018994,207.1184957618515
120,38,145,1.7801079400875044,15.059142100580287,241.07025581798516
149,41,140,4.173348887711823,49.2957519092101,413.4089758681871
149,41,135,3.815476515758465,25.57486631911103,201.01226973046982
124,44,139,4.166693442310699,17.702848784724054,287.90558328355047
142,31,137,4.127736564112318,44.90359953908216,252.45844054083778
145,47,145,1.4160027033218427,20.318341141797085,137.59048198871346
129,42,132,2.1143321891966034,15.873429767857099,185.57295083916804
141,43,131,2.0403405445457854,32.31417378575141,283.82713659493567
124,34,145,4.738349125667359,19.54709450291507,295.8995826785116
123,39,148,2.949866296201382,49.384807322385825,209.56427512201464
121,41,138,1.4442285308000695,15.364384531438054,217.40996480911807
139,39,145,2.158311623720075,16.79190704660212,217.10363517929002
129,40,133,4.487606594065886,44.164938823963915,342.8602832067341
145,31,139,4.388265512661253,23.391309361330908,203.12652580691196
138,34,148,4.6013579337621495,46.90588636843805,353.02581175538353
145,36,142,2.55411509094808,25.889796871623595,297.65703963696427
120,35,147,3.565363845959986,17.4423927976142,210.28061443569612
143,32,144,2.1126956795012948,15.370712966453747,213.4443325450378
124,42,133,1.7233013246094955,24.889854697001155,361.1170572114148
132,32,138,1.0876043037054717,31.580570142356475,210.97705239206857
123,35,133,1.8937637987573979,15.035563882412447,99.8591157044952
135,40,145,3.4174965475690917,35.3387520890363,243.6143910648388
143,46,144,4.616841254427171,26.678154553615613,339.50011961233974
135,39,131,1.533682212861767,28.6553735276844,218.1986258398362
142,41,143,4.672046243861768,24.149383186933733,359.85659464617015
121,46,132,2.3815409394868854,33.5165821904372,246.7153156179478
136,33,133,2.707313630457283,23.054291768885033,239.15018924066203
147,31,130,2.459914161874987,19.71877301547647,246.4038398510404
146,40,138,2.6344325596788156,46.17264787168157,263.90904185436113
139,36,146,2.036772596750661,28.669424406069336,311.31105163473984
143,31,143,3.7944187132457543,17.692562257734714,227.93763647584214
131,47,146,4.032732441080668,23.0612964098216,323.43235024829914
137,33,130,4.29245156340906,25.84800318702859,316.97946276514216
122,37,139,2.3651583334398683,41.93762082719893,236.32920945991208
147,49,145,4.05850756411118,15.77894230852722,372.29519116659435
120,43,148,3.5507014299072606,31.738732096734,298.8149692814777
120,41,132,4.831664347361571,29.269236987485126,239.93406657215291
148,47,141,2.6991406667941904,48.89401405722235,415.9832517003832
138,40,132,4.969238911533418,21.302625430381404,219.61741571263917
130,37,144,3.9615761200314856,36.97547611573016,241.22796245364043
124,31,146,4.10511101983599,22.076890978245537,309.84958014558265
131,44,147,1.102819440438644,34.19477189601443,257.7809013006845
